-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1984 through 12/31/2025 in LST
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M_MIN     MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS2M_MIN,2015,26.0,90.625,0.14,0.09,0.34,0.09,0.21,0.32,0.09,0.11,0.07,0.09,0.14,0.09,0.07
WS2M_MIN,2015,26.0,91.25,0.04,0.04,0.13,0.21,0.19,0.04,0.13,0.13,0.17,0.12,0.08,0.14,0.04
WS2M_MIN,2015,26.0,91.875,0.02,0.02,0.09,0.06,0.02,0.03,0.06,0.04,0.06,0.02,0.04,0.07,0.02
WS2M_MIN,2015,26.0,92.5,0.01,0.03,0.01,0.01,0.01,0.04,0.04,0.02,0.01,0.0,0.01,0.02,0.0
WS2M_MIN,2016,20.5,88.75,0.07,0.08,0.11,3.8,0.55,0.6,1.53,0.07,1.07,0.24,0.11,0.35,0.07
WS2M_MIN,2016,20.5,89.375,0.12,0.08,0.65,3.27,0.86,1.63,2.09,0.31,0.82,0.36,0.15,0.43,0.08
WS2M_MIN,2016,20.5,90.0,0.14,0.1,0.2,2.29,0.69,1.62,0.78,0.3,1.06,0.13,0.1,0.54,0.1
WS2M_MIN,2016,20.5,90.625,0.13,0.13,0.34,1.47,0.49,1.45,1.06,0.18,0.87,0.22,0.08,0.75,0.08
WS2M_MIN,2016,20.5,91.25,0.21,0.3,0.28,0.74,0.57,1.39,1.1,1.04,0.42,0.07,0.5,0.74,0.07
WS2M_MIN,2016,20.5,91.875,0.18,0.03,0.82,0.14,0.17,0.89,1.43,0.25,0.59,0.04,0.2,0.43,0.03
WS2M_MIN,2016,20.5,92.5,0.31,0.15,0.12,0.25,0.64,0.13,1.14,0.34,0.27,0.11,0.24,0.11,0.11
WS2M_MIN,2016,21.0,88.75,0.13,0.08,0.08,3.54,0.35,1.01,0.16,0.34,0.18,0.29,0.2,0.37,0.08
WS2M_MIN,2016,21.0,89.375,0.11,0.09,0.43,3.0,0.51,1.55,0.66,0.16,0.28,0.13,0.02,0.47,0.02
WS2M_MIN,2016,21.0,90.0,0.03,0.23,0.2,2.28,0.14,2.07,0.2,0.28,0.93,0.08,0.29,0.62,0.03
WS2M_MIN,2016,21.0,90.625,0.06,0.04,0.44,1.36,0.24,1.81,1.09,0.36,0.71,0.24,0.31,0.68,0.04
WS2M_MIN,2016,21.0,91.25,0.06,0.09,0.33,0.62,0.82,1.18,0.88,0.35,0.18,0.13,0.11,0.45,0.06
WS2M_MIN,2016,21.0,91.875,0.08,0.08,0.65,0.29,0.27,1.38,0.78,0.14,0.26,0.04,0.29,0.14,0.04
WS2M_MIN,2016,21.0,92.5,0.04,0.04,0.06,0.04,0.02,0.09,0.22,0.02,0.1,0.03,0.02,0.02,0.02
WS2M_MIN,2016,21.5,88.75,0.05,0.14,0.39,2.89,0.15,1.28,0.42,0.13,0.17,0.13,0.18,0.17,0.05
WS2M_MIN,2016,21.5,89.375,0.03,0.17,0.25,2.35,0.27,1.61,0.28,0.28,0.28,0.11,0.01,0.3,0.01
WS2M_MIN,2016,21.5,90.0,0.25,0.08,0.15,1.98,0.89,1.87,0.36,0.18,0.67,0.14,0.15,0.18,0.08
WS2M_MIN,2016,21.5,90.625,0.08,0.06,0.33,1.42,0.21,1.88,0.96,0.47,0.48,0.51,0.18,0.17,0.06
WS2M_MIN,2016,21.5,91.25,0.17,0.02,0.29,1.25,0.42,1.52,0.67,0.67,0.61,0.23,0.17,0.36,0.02
WS2M_MIN,2016,21.5,91.875,0.08,0.13,0.22,0.75,0.22,1.64,0.2,0.26,0.05,0.2,0.16,0.11,0.05
WS2M_MIN,2016,21.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2016,22.0,88.75,0.11,0.12,0.12,1.11,0.25,1.01,0.28,0.11,0.07,0.09,0.09,0.29,0.07
WS2M_MIN,2016,22.0,89.375,0.08,0.13,0.16,1.2,0.11,0.86,0.13,0.03,0.11,0.06,0.08,0.4,0.03
WS2M_MIN,2016,22.0,90.0,0.07,0.1,0.09,1.22,0.11,1.13,0.32,0.15,0.34,0.11,0.12,0.27,0.07
WS2M_MIN,2016,22.0,90.625,0.14,0.07,0.25,1.45,0.16,1.47,0.5,0.39,0.21,0.12,0.06,0.06,0.06
WS2M_MIN,2016,22.0,91.25,0.08,0.05,0.08,1.51,0.16,1.93,0.38,0.19,0.2,0.16,0.25,0.17,0.05
WS2M_MIN,2016,22.0,91.875,0.24,0.16,0.02,0.95,0.41,1.24,0.14,0.17,0.1,0.17,0.18,0.06,0.02
WS2M_MIN,2016,22.0,92.5,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2016,22.5,88.75,0.01,0.08,0.18,0.11,0.14,0.34,0.16,0.15,0.06,0.06,0.07,0.06,0.01
WS2M_MIN,2016,22.5,89.375,0.05,0.09,0.2,0.48,0.07,0.28,0.18,0.09,0.11,0.06,0.2,0.2,0.05
WS2M_MIN,2016,22.5,90.0,0.07,0.08,0.22,0.75,0.26,0.3,0.26,0.18,0.25,0.04,0.09,0.04,0.04
WS2M_MIN,2016,22.5,90.625,0.04,0.09,0.05,1.08,0.3,1.11,0.32,0.25,0.12,0.12,0.05,0.1,0.04
WS2M_MIN,2016,22.5,91.25,0.16,0.13,0.16,1.45,0.47,1.87,0.04,0.04,0.15,0.18,0.13,0.11,0.04
WS2M_MIN,2016,22.5,91.875,0.06,0.21,0.17,1.0,0.21,1.18,0.19,0.31,0.04,0.07,0.04,0.13,0.04
WS2M_MIN,2016,22.5,92.5,0.04,0.01,0.01,0.06,0.05,0.05,0.06,0.08,0.02,0.01,0.04,0.01,0.01
WS2M_MIN,2016,23.0,88.75,0.11,0.02,0.28,0.19,0.39,0.22,0.05,0.06,0.07,0.11,0.07,0.29,0.02
WS2M_MIN,2016,23.0,89.375,0.15,0.05,0.17,0.22,0.09,0.26,0.2,0.3,0.21,0.06,0.09,0.13,0.05
WS2M_MIN,2016,23.0,90.0,0.16,0.08,0.15,0.4,0.18,0.3,0.36,0.18,0.13,0.01,0.07,0.13,0.01
WS2M_MIN,2016,23.0,90.625,0.04,0.04,0.2,0.43,0.17,0.25,0.24,0.24,0.24,0.07,0.13,0.09,0.04
WS2M_MIN,2016,23.0,91.25,0.06,0.07,0.14,0.81,0.21,0.74,0.36,0.17,0.12,0.14,0.1,0.03,0.03
WS2M_MIN,2016,23.0,91.875,0.0,0.0,0.0,0.09,0.04,0.03,0.02,0.0,0.01,0.01,0.0,0.0,0.0
WS2M_MIN,2016,23.0,92.5,0.01,0.01,0.03,0.11,0.03,0.03,0.07,0.05,0.06,0.01,0.01,0.0,0.0
WS2M_MIN,2016,23.5,88.75,0.13,0.12,0.25,0.18,0.08,0.33,0.19,0.05,0.05,0.09,0.04,0.28,0.04
WS2M_MIN,2016,23.5,89.375,0.07,0.14,0.14,0.42,0.2,0.22,0.34,0.25,0.12,0.09,0.16,0.01,0.01
WS2M_MIN,2016,23.5,90.0,0.04,0.09,0.26,0.27,0.11,0.25,0.49,0.28,0.06,0.01,0.02,0.17,0.01
WS2M_MIN,2016,23.5,90.625,0.1,0.06,0.08,0.61,0.17,0.23,0.46,0.08,0.23,0.05,0.04,0.02,0.02
WS2M_MIN,2016,23.5,91.25,0.05,0.06,0.2,0.58,0.27,0.37,0.54,0.3,0.08,0.08,0.09,0.08,0.05
WS2M_MIN,2016,23.5,91.875,0.0,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2016,23.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2016,24.0,88.75,0.13,0.16,0.18,0.06,0.14,0.3,0.34,0.17,0.21,0.11,0.01,0.11,0.01
WS2M_MIN,2016,24.0,89.375,0.04,0.14,0.16,0.14,0.1,0.1,0.6,0.2,0.06,0.31,0.04,0.05,0.04
WS2M_MIN,2016,24.0,90.0,0.11,0.04,0.15,0.62,0.07,0.26,0.62,0.06,0.08,0.21,0.06,0.04,0.04
WS2M_MIN,2016,24.0,90.625,0.02,0.02,0.27,0.56,0.18,0.19,0.55,0.31,0.18,0.13,0.06,0.04,0.02
WS2M_MIN,2016,24.0,91.25,0.06,0.15,0.3,0.56,0.31,0.27,0.62,0.07,0.15,0.03,0.04,0.06,0.03
WS2M_MIN,2016,24.0,91.875,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2016,24.0,92.5,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2016,24.5,88.75,0.03,0.05,0.1,0.16,0.1,0.25,0.43,0.11,0.17,0.08,0.06,0.11,0.03
WS2M_MIN,2016,24.5,89.375,0.2,0.01,0.23,0.41,0.04,0.3,0.54,0.12,0.05,0.13,0.08,0.08,0.01
WS2M_MIN,2016,24.5,90.0,0.04,0.06,0.2,0.66,0.25,0.28,0.48,0.09,0.08,0.01,0.01,0.06,0.01
WS2M_MIN,2016,24.5,90.625,0.12,0.06,0.22,0.43,0.14,0.17,0.48,0.13,0.04,0.21,0.03,0.01,0.01
WS2M_MIN,2016,24.5,91.25,0.03,0.16,0.12,0.31,0.23,0.11,0.46,0.06,0.07,0.03,0.02,0.05,0.02
WS2M_MIN,2016,24.5,91.875,0.06,0.14,0.09,0.31,0.19,0.21,0.08,0.09,0.14,0.01,0.03,0.05,0.01
WS2M_MIN,2016,24.5,92.5,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.0
WS2M_MIN,2016,25.0,88.75,0.07,0.04,0.03,0.23,0.13,0.33,0.17,0.09,0.15,0.02,0.04,0.03,0.02
WS2M_MIN,2016,25.0,89.375,0.14,0.17,0.19,0.87,0.06,0.28,0.62,0.11,0.17,0.1,0.06,0.06,0.06
WS2M_MIN,2016,25.0,90.0,0.04,0.08,0.22,0.83,0.24,0.23,0.5,0.05,0.05,0.05,0.04,0.06,0.04
WS2M_MIN,2016,25.0,90.625,0.08,0.08,0.14,0.5,0.37,0.01,0.04,0.06,0.09,0.09,0.03,0.05,0.01
WS2M_MIN,2016,25.0,91.25,0.14,0.24,0.12,0.23,0.14,0.05,0.06,0.05,0.09,0.06,0.08,0.17,0.05
WS2M_MIN,2016,25.0,91.875,0.29,0.08,0.13,0.09,0.11,0.08,0.14,0.08,0.01,0.08,0.04,0.14,0.01
WS2M_MIN,2016,25.0,92.5,0.07,0.05,0.06,0.08,0.05,0.04,0.13,0.06,0.12,0.07,0.02,0.06,0.02
WS2M_MIN,2016,25.5,88.75,0.08,0.04,0.04,0.23,0.2,0.22,0.14,0.18,0.1,0.02,0.04,0.01,0.01
WS2M_MIN,2016,25.5,89.375,0.12,0.07,0.19,0.35,0.34,0.16,0.04,0.13,0.18,0.1,0.09,0.04,0.04
WS2M_MIN,2016,25.5,90.0,0.1,0.04,0.15,0.54,0.23,0.05,0.18,0.09,0.06,0.09,0.09,0.08,0.04
WS2M_MIN,2016,25.5,90.625,0.03,0.01,0.08,0.15,0.08,0.04,0.05,0.01,0.01,0.02,0.02,0.04,0.01
WS2M_MIN,2016,25.5,91.25,0.09,0.03,0.25,0.16,0.21,0.28,0.08,0.17,0.01,0.08,0.02,0.07,0.01
WS2M_MIN,2016,25.5,91.875,0.12,0.12,0.43,0.31,0.04,0.11,0.22,0.16,0.13,0.04,0.09,0.06,0.04
WS2M_MIN,2016,25.5,92.5,0.04,0.02,0.01,0.05,0.12,0.02,0.06,0.08,0.05,0.01,0.01,0.03,0.01
WS2M_MIN,2016,26.0,88.75,0.04,0.12,0.04,0.08,0.07,0.41,0.05,0.03,0.04,0.14,0.01,0.08,0.01
WS2M_MIN,2016,26.0,89.375,0.04,0.09,0.22,0.36,0.25,0.11,0.17,0.11,0.09,0.09,0.04,0.06,0.04
WS2M_MIN,2016,26.0,90.0,0.09,0.03,0.17,0.06,0.19,0.44,0.09,0.09,0.1,0.04,0.1,0.06,0.03
WS2M_MIN,2016,26.0,90.625,0.04,0.08,0.12,0.22,0.09,0.27,0.14,0.07,0.21,0.07,0.07,0.03,0.03
WS2M_MIN,2016,26.0,91.25,0.06,0.06,0.13,0.37,0.19,0.21,0.06,0.06,0.09,0.01,0.15,0.14,0.01
WS2M_MIN,2016,26.0,91.875,0.01,0.04,0.08,0.14,0.07,0.03,0.13,0.02,0.05,0.04,0.06,0.03,0.01
WS2M_MIN,2016,26.0,92.5,0.01,0.04,0.02,0.05,0.01,0.0,0.03,0.01,0.01,0.01,0.01,0.0,0.0
WS2M_MIN,2017,20.5,88.75,0.04,0.02,0.2,0.48,0.82,0.47,0.48,0.88,0.01,0.36,0.85,0.42,0.01
WS2M_MIN,2017,20.5,89.375,0.26,0.09,0.44,0.71,0.3,0.31,0.86,0.35,0.36,0.17,1.0,0.77,0.09
WS2M_MIN,2017,20.5,90.0,0.32,0.37,0.08,1.49,0.25,1.18,1.27,0.85,0.16,0.14,0.58,0.33,0.08
WS2M_MIN,2017,20.5,90.625,0.71,0.54,0.1,0.98,0.59,1.75,1.28,0.62,0.64,0.28,0.36,0.29,0.1
WS2M_MIN,2017,20.5,91.25,0.43,0.34,0.38,0.6,0.09,1.3,0.29,0.76,0.09,0.21,0.12,0.15,0.09
WS2M_MIN,2017,20.5,91.875,1.48,0.96,0.29,0.24,0.04,0.14,1.83,0.54,0.33,0.22,0.32,0.1,0.04
WS2M_MIN,2017,20.5,92.5,0.57,0.59,0.15,0.11,0.33,0.35,0.7,0.67,0.55,0.22,0.09,0.15,0.09
WS2M_MIN,2017,21.0,88.75,0.43,0.34,0.18,0.38,0.63,0.19,0.37,0.31,0.14,0.21,0.49,0.1,0.1
WS2M_MIN,2017,21.0,89.375,0.33,0.58,0.33,0.39,0.35,0.24,0.64,0.47,0.14,0.21,0.58,0.07,0.07
WS2M_MIN,2017,21.0,90.0,0.38,0.44,0.24,1.29,0.78,1.03,1.13,0.32,0.17,0.11,0.07,0.32,0.07
WS2M_MIN,2017,21.0,90.625,0.14,0.35,0.13,0.75,0.83,0.96,0.71,0.32,0.39,0.26,0.36,0.4,0.13
WS2M_MIN,2017,21.0,91.25,0.59,0.59,0.21,0.58,0.14,0.66,0.55,0.53,0.24,0.1,0.26,0.14,0.1
WS2M_MIN,2017,21.0,91.875,0.93,0.56,0.19,0.5,0.1,0.21,0.54,0.06,0.12,0.19,0.16,0.21,0.06
WS2M_MIN,2017,21.0,92.5,0.09,0.04,0.06,0.08,0.05,0.07,0.19,0.21,0.07,0.03,0.01,0.01,0.01
WS2M_MIN,2017,21.5,88.75,0.9,0.17,0.33,1.07,0.05,0.17,0.5,0.25,0.34,0.27,0.41,0.08,0.05
WS2M_MIN,2017,21.5,89.375,0.6,0.27,0.07,1.22,0.21,0.19,0.26,0.32,0.17,0.22,0.27,0.37,0.07
WS2M_MIN,2017,21.5,90.0,0.33,0.18,0.37,0.66,0.41,1.33,0.57,0.12,0.2,0.19,0.01,0.5,0.01
WS2M_MIN,2017,21.5,90.625,0.14,0.05,0.06,0.48,0.51,0.75,0.97,0.48,0.26,0.19,0.68,0.16,0.05
WS2M_MIN,2017,21.5,91.25,1.3,0.24,0.1,0.36,0.55,1.01,0.29,0.34,0.22,0.42,0.33,0.26,0.1
WS2M_MIN,2017,21.5,91.875,0.24,0.2,0.1,0.16,0.22,0.77,0.29,0.13,0.19,0.09,0.17,0.23,0.09
WS2M_MIN,2017,21.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2017,22.0,88.75,0.83,0.11,0.33,0.93,0.32,0.26,0.48,0.23,0.06,0.04,0.65,0.27,0.04
WS2M_MIN,2017,22.0,89.375,0.41,0.01,0.17,0.69,0.14,0.21,0.35,0.18,0.11,0.07,0.33,0.26,0.01
WS2M_MIN,2017,22.0,90.0,0.12,0.06,0.14,0.46,0.09,0.81,0.3,0.11,0.07,0.33,0.19,0.21,0.06
WS2M_MIN,2017,22.0,90.625,0.11,0.1,0.09,0.08,0.29,0.72,1.13,0.23,0.18,0.11,0.24,0.17,0.08
WS2M_MIN,2017,22.0,91.25,0.77,0.17,0.25,0.27,0.16,0.54,0.7,0.35,0.14,0.13,0.18,0.09,0.09
WS2M_MIN,2017,22.0,91.875,0.42,0.09,0.18,0.28,0.07,0.35,0.27,0.51,0.33,0.11,0.19,0.17,0.07
WS2M_MIN,2017,22.0,92.5,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0
WS2M_MIN,2017,22.5,88.75,0.61,0.05,0.31,0.23,0.3,0.39,0.22,0.1,0.28,0.06,0.46,0.22,0.05
WS2M_MIN,2017,22.5,89.375,0.22,0.17,0.07,0.14,0.05,0.09,0.2,0.17,0.18,0.08,0.21,0.19,0.05
WS2M_MIN,2017,22.5,90.0,0.2,0.17,0.11,0.44,0.11,0.23,0.38,0.14,0.05,0.03,0.36,0.22,0.03
WS2M_MIN,2017,22.5,90.625,0.19,0.04,0.12,0.09,0.15,0.17,0.99,0.38,0.09,0.07,0.1,0.14,0.04
WS2M_MIN,2017,22.5,91.25,0.22,0.07,0.1,0.14,0.13,0.4,0.78,0.4,0.09,0.24,0.24,0.37,0.07
WS2M_MIN,2017,22.5,91.875,0.05,0.03,0.02,0.07,0.12,0.07,0.21,0.24,0.16,0.06,0.09,0.08,0.02
WS2M_MIN,2017,22.5,92.5,0.01,0.01,0.01,0.0,0.03,0.07,0.03,0.05,0.08,0.04,0.03,0.01,0.0
WS2M_MIN,2017,23.0,88.75,0.32,0.17,0.13,0.19,0.09,0.31,0.16,0.15,0.13,0.17,0.15,0.23,0.09
WS2M_MIN,2017,23.0,89.375,0.15,0.13,0.19,0.37,0.11,0.16,0.35,0.03,0.19,0.06,0.13,0.08,0.03
WS2M_MIN,2017,23.0,90.0,0.21,0.11,0.18,0.4,0.1,0.12,0.45,0.13,0.07,0.1,0.26,0.1,0.07
WS2M_MIN,2017,23.0,90.625,0.05,0.07,0.01,0.13,0.04,0.29,0.69,0.1,0.04,0.14,0.05,0.17,0.01
WS2M_MIN,2017,23.0,91.25,0.05,0.19,0.1,0.17,0.13,0.32,0.37,0.09,0.13,0.12,0.1,0.15,0.05
WS2M_MIN,2017,23.0,91.875,0.0,0.01,0.01,0.0,0.02,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0
WS2M_MIN,2017,23.0,92.5,0.02,0.03,0.02,0.04,0.02,0.05,0.04,0.01,0.08,0.03,0.03,0.01,0.01
WS2M_MIN,2017,23.5,88.75,0.09,0.06,0.0,0.19,0.13,0.24,0.31,0.08,0.11,0.1,0.08,0.02,0.0
WS2M_MIN,2017,23.5,89.375,0.12,0.2,0.06,0.44,0.05,0.11,0.65,0.08,0.21,0.04,0.16,0.04,0.04
WS2M_MIN,2017,23.5,90.0,0.1,0.21,0.04,0.01,0.06,0.36,0.23,0.14,0.23,0.24,0.2,0.13,0.01
WS2M_MIN,2017,23.5,90.625,0.06,0.1,0.01,0.11,0.04,0.07,0.27,0.21,0.28,0.04,0.24,0.13,0.01
WS2M_MIN,2017,23.5,91.25,0.06,0.18,0.13,0.24,0.26,0.38,0.17,0.27,0.16,0.06,0.03,0.08,0.03
WS2M_MIN,2017,23.5,91.875,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2017,23.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2017,24.0,88.75,0.14,0.07,0.05,0.14,0.21,0.07,0.34,0.09,0.19,0.09,0.09,0.2,0.05
WS2M_MIN,2017,24.0,89.375,0.11,0.06,0.0,0.08,0.29,0.21,0.54,0.09,0.09,0.1,0.09,0.23,0.0
WS2M_MIN,2017,24.0,90.0,0.18,0.12,0.07,0.18,0.06,0.23,0.2,0.19,0.1,0.11,0.16,0.02,0.02
WS2M_MIN,2017,24.0,90.625,0.08,0.09,0.17,0.19,0.08,0.43,0.52,0.24,0.17,0.06,0.18,0.09,0.06
WS2M_MIN,2017,24.0,91.25,0.08,0.03,0.11,0.12,0.12,0.24,0.36,0.15,0.06,0.08,0.15,0.04,0.03
WS2M_MIN,2017,24.0,91.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2017,24.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2017,24.5,88.75,0.06,0.04,0.04,0.09,0.28,0.19,0.49,0.08,0.16,0.15,0.04,0.07,0.04
WS2M_MIN,2017,24.5,89.375,0.09,0.09,0.03,0.09,0.15,0.4,0.1,0.12,0.15,0.15,0.14,0.13,0.03
WS2M_MIN,2017,24.5,90.0,0.09,0.06,0.21,0.04,0.1,0.3,0.14,0.29,0.08,0.09,0.09,0.18,0.04
WS2M_MIN,2017,24.5,90.625,0.12,0.01,0.11,0.06,0.14,0.34,0.17,0.2,0.21,0.05,0.08,0.04,0.01
WS2M_MIN,2017,24.5,91.25,0.02,0.12,0.07,0.15,0.18,0.21,0.16,0.12,0.03,0.07,0.04,0.02,0.02
WS2M_MIN,2017,24.5,91.875,0.09,0.07,0.11,0.15,0.2,0.13,0.09,0.14,0.17,0.03,0.08,0.04,0.03
WS2M_MIN,2017,24.5,92.5,0.01,0.02,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.0
WS2M_MIN,2017,25.0,88.75,0.23,0.08,0.04,0.22,0.23,0.2,0.36,0.01,0.03,0.05,0.06,0.24,0.01
WS2M_MIN,2017,25.0,89.375,0.04,0.03,0.17,0.06,0.21,0.45,0.27,0.03,0.01,0.05,0.02,0.06,0.01
WS2M_MIN,2017,25.0,90.0,0.01,0.08,0.08,0.11,0.23,0.53,0.16,0.18,0.02,0.15,0.09,0.03,0.01
WS2M_MIN,2017,25.0,90.625,0.06,0.04,0.07,0.11,0.08,0.06,0.11,0.05,0.14,0.04,0.03,0.02,0.02
WS2M_MIN,2017,25.0,91.25,0.22,0.16,0.05,0.22,0.16,0.06,0.17,0.08,0.06,0.15,0.13,0.21,0.05
WS2M_MIN,2017,25.0,91.875,0.33,0.24,0.13,0.09,0.1,0.08,0.08,0.13,0.05,0.12,0.17,0.22,0.05
WS2M_MIN,2017,25.0,92.5,0.1,0.07,0.1,0.04,0.07,0.09,0.02,0.1,0.12,0.09,0.12,0.1,0.02
WS2M_MIN,2017,25.5,88.75,0.03,0.1,0.13,0.32,0.29,0.15,0.38,0.12,0.16,0.1,0.01,0.04,0.01
WS2M_MIN,2017,25.5,89.375,0.07,0.08,0.24,0.36,0.1,0.23,0.13,0.2,0.04,0.04,0.06,0.23,0.04
WS2M_MIN,2017,25.5,90.0,0.09,0.04,0.06,0.07,0.07,0.12,0.3,0.18,0.07,0.08,0.01,0.01,0.01
WS2M_MIN,2017,25.5,90.625,0.0,0.01,0.05,0.15,0.01,0.03,0.06,0.04,0.02,0.01,0.04,0.03,0.0
WS2M_MIN,2017,25.5,91.25,0.06,0.05,0.14,0.24,0.14,0.46,0.2,0.14,0.13,0.07,0.02,0.04,0.02
WS2M_MIN,2017,25.5,91.875,0.1,0.04,0.3,0.13,0.09,0.29,0.13,0.15,0.15,0.06,0.08,0.12,0.04
WS2M_MIN,2017,25.5,92.5,0.01,0.05,0.04,0.04,0.01,0.05,0.02,0.1,0.04,0.08,0.08,0.04,0.01
WS2M_MIN,2017,26.0,88.75,0.06,0.07,0.12,0.11,0.21,0.13,0.17,0.05,0.07,0.05,0.08,0.01,0.01
WS2M_MIN,2017,26.0,89.375,0.07,0.03,0.16,0.14,0.02,0.09,0.12,0.04,0.03,0.11,0.04,0.06,0.02
WS2M_MIN,2017,26.0,90.0,0.03,0.01,0.14,0.11,0.07,0.13,0.03,0.1,0.1,0.06,0.12,0.08,0.01
WS2M_MIN,2017,26.0,90.625,0.05,0.12,0.01,0.08,0.04,0.23,0.09,0.06,0.11,0.08,0.03,0.04,0.01
WS2M_MIN,2017,26.0,91.25,0.21,0.15,0.06,0.2,0.13,0.03,0.06,0.05,0.17,0.13,0.24,0.11,0.03
WS2M_MIN,2017,26.0,91.875,0.06,0.06,0.05,0.11,0.02,0.04,0.04,0.04,0.04,0.06,0.05,0.07,0.02
WS2M_MIN,2017,26.0,92.5,0.0,0.02,0.02,0.03,0.01,0.04,0.01,0.03,0.03,0.01,0.01,0.01,0.0
WS2M_MIN,2018,20.5,88.75,0.47,0.4,0.37,0.38,0.57,0.15,0.25,0.09,0.66,0.32,0.04,0.28,0.04
WS2M_MIN,2018,20.5,89.375,0.89,0.41,0.67,0.39,0.45,0.26,1.53,0.18,0.38,0.09,0.19,0.62,0.09
WS2M_MIN,2018,20.5,90.0,1.18,0.13,0.41,0.21,0.14,0.86,1.57,0.83,0.23,0.07,0.12,1.0,0.07
WS2M_MIN,2018,20.5,90.625,0.36,0.21,0.43,0.37,0.52,0.38,0.62,0.98,0.2,0.44,0.09,1.8,0.09
WS2M_MIN,2018,20.5,91.25,0.23,0.05,0.49,0.15,0.7,0.3,1.55,0.85,0.63,0.16,0.21,1.13,0.05
WS2M_MIN,2018,20.5,91.875,0.26,0.36,0.2,0.23,0.5,1.17,1.36,1.65,0.54,0.22,0.51,1.47,0.2
WS2M_MIN,2018,20.5,92.5,0.14,0.28,0.13,0.28,0.36,0.77,1.14,0.11,0.1,0.21,0.14,0.09,0.09
WS2M_MIN,2018,21.0,88.75,0.21,0.34,0.71,0.28,0.27,0.37,0.22,0.36,0.39,0.24,0.12,1.23,0.12
WS2M_MIN,2018,21.0,89.375,0.93,0.35,0.32,0.31,0.83,0.35,1.32,1.14,0.09,0.39,0.13,0.59,0.09
WS2M_MIN,2018,21.0,90.0,0.97,0.22,0.45,0.29,0.72,0.4,0.91,1.35,0.05,0.11,0.11,0.22,0.05
WS2M_MIN,2018,21.0,90.625,0.47,0.21,0.11,0.36,0.26,1.1,0.8,1.1,0.18,0.04,0.24,0.75,0.04
WS2M_MIN,2018,21.0,91.25,0.14,0.31,0.44,0.25,0.18,0.35,1.11,0.7,0.5,0.19,0.04,0.74,0.04
WS2M_MIN,2018,21.0,91.875,0.15,0.09,0.06,0.18,0.34,0.85,1.18,0.88,0.32,0.14,0.55,1.37,0.06
WS2M_MIN,2018,21.0,92.5,0.04,0.02,0.05,0.08,0.02,0.02,0.22,0.21,0.07,0.0,0.04,0.04,0.0
WS2M_MIN,2018,21.5,88.75,0.34,0.01,0.23,0.41,0.82,0.56,0.98,0.29,0.22,0.16,0.16,0.95,0.01
WS2M_MIN,2018,21.5,89.375,1.01,0.15,0.21,0.48,0.72,0.42,0.35,1.15,0.06,0.18,0.07,0.21,0.06
WS2M_MIN,2018,21.5,90.0,0.64,0.23,0.33,0.32,1.25,0.57,0.54,1.32,0.3,0.1,0.07,0.09,0.07
WS2M_MIN,2018,21.5,90.625,0.5,0.04,0.22,0.3,0.81,0.65,0.92,1.37,0.24,0.16,0.13,0.13,0.04
